"Identyfikator Produktu (ID)";"Indeks produktu";"Atrybut (Nazwa:Typ:Pozycja)*";"Wartość (Wartość:Pozycja)*";"Identyfikator dostawcy";"Indeks";"kod EAN13";"Kod kreskowy UPC";"MPN";"Koszt własny";"Wpływ na cenę";"Podatek ekologiczny";"Ilość"
162;"";"Rozmiar:select:1";"182/112/98";"";"";"";"";"";"";"";"";12
162;"";"Rozmiar:select:1";"182/116/102";"";"";"";"";"";"";"";"";32
162;"";"Rozmiar:select:1";"188/96/82";"";"";"";"";"";"";"";"";37
162;"";"Rozmiar:select:1";"188/100/86";"";"";"";"";"";"";"";"";46
162;"";"Rozmiar:select:1";"188/104/90";"";"";"";"";"";"";"";"";37
162;"";"Rozmiar:select:1";"188/108/94";"";"";"";"";"";"";"";"";42
162;"";"Rozmiar:select:1";"188/112/98";"";"";"";"";"";"";"";"";49
162;"";"Rozmiar:select:1";"188/116/102";"";"";"";"";"";"";"";"";10
162;"";"Rozmiar:select:1";"194/104/90";"";"";"";"";"";"";"";"";44
162;"";"Rozmiar:select:1";"194/108/94";"";"";"";"";"";"";"";"";29
162;"";"Rozmiar:select:1";"194/112/98";"";"";"";"";"";"";"";"";48
163;"";"Rozmiar:select:1";"170/88/74";"";"";"";"";"";"";"";"";10
163;"";"Rozmiar:select:1";"170/92/78";"";"";"";"";"";"";"";"";23
163;"";"Rozmiar:select:1";"170/96/82";"";"";"";"";"";"";"";"";11
163;"";"Rozmiar:select:1";"170/100/86";"";"";"";"";"";"";"";"";49
163;"";"Rozmiar:select:1";"170/104/90";"";"";"";"";"";"";"";"";23
163;"";"Rozmiar:select:1";"170/108/94";"";"";"";"";"";"";"";"";18
163;"";"Rozmiar:select:1";"176/92/78";"";"";"";"";"";"";"";"";37
163;"";"Rozmiar:select:1";"176/96/82";"";"";"";"";"";"";"";"";45
163;"";"Rozmiar:select:1";"176/100/86";"";"";"";"";"";"";"";"";47
163;"";"Rozmiar:select:1";"176/104/90";"";"";"";"";"";"";"";"";32
163;"";"Rozmiar:select:1";"176/108/94";"";"";"";"";"";"";"";"";34
163;"";"Rozmiar:select:1";"176/112/98";"";"";"";"";"";"";"";"";42
163;"";"Rozmiar:select:1";"176/116/102";"";"";"";"";"";"";"";"";34
163;"";"Rozmiar:select:1";"182/92/78";"";"";"";"";"";"";"";"";39
163;"";"Rozmiar:select:1";"182/96/82";"";"";"";"";"";"";"";"";48
163;"";"Rozmiar:select:1";"182/100/86";"";"";"";"";"";"";"";"";38
163;"";"Rozmiar:select:1";"182/104/90";"";"";"";"";"";"";"";"";30
163;"";"Rozmiar:select:1";"182/108/94";"";"";"";"";"";"";"";"";34
163;"";"Rozmiar:select:1";"182/112/98";"";"";"";"";"";"";"";"";15
163;"";"Rozmiar:select:1";"182/116/102";"";"";"";"";"";"";"";"";18
163;"";"Rozmiar:select:1";"188/100/86";"";"";"";"";"";"";"";"";49
163;"";"Rozmiar:select:1";"188/104/90";"";"";"";"";"";"";"";"";48
163;"";"Rozmiar:select:1";"188/108/94";"";"";"";"";"";"";"";"";21
163;"";"Rozmiar:select:1";"188/112/98";"";"";"";"";"";"";"";"";33
163;"";"Rozmiar:select:1";"188/116/102";"";"";"";"";"";"";"";"";19
164;"";"Rozmiar:select:1";"170/104/90";"";"";"";"";"";"";"";"";43
164;"";"Rozmiar:select:1";"170/108/94";"";"";"";"";"";"";"";"";50
164;"";"Rozmiar:select:1";"170/112/98";"";"";"";"";"";"";"";"";35
164;"";"Rozmiar:select:1";"176/104/90";"";"";"";"";"";"";"";"";19
164;"";"Rozmiar:select:1";"176/108/94";"";"";"";"";"";"";"";"";24
164;"";"Rozmiar:select:1";"176/112/98";"";"";"";"";"";"";"";"";31
164;"";"Rozmiar:select:1";"176/116/102";"";"";"";"";"";"";"";"";27
164;"";"Rozmiar:select:1";"176/120/106";"";"";"";"";"";"";"";"";19
164;"";"Rozmiar:select:1";"182/108/94";"";"";"";"";"";"";"";"";41
164;"";"Rozmiar:select:1";"182/112/98";"";"";"";"";"";"";"";"";19
164;"";"Rozmiar:select:1";"182/116/102";"";"";"";"";"";"";"";"";38
164;"";"Rozmiar:select:1";"182/120/106";"";"";"";"";"";"";"";"";40
164;"";"Rozmiar:select:1";"188/112/98";"";"";"";"";"";"";"";"";27
164;"";"Rozmiar:select:1";"188/116/102";"";"";"";"";"";"";"";"";40
164;"";"Rozmiar:select:1";"188/120/106";"";"";"";"";"";"";"";"";32
165;"";"Rozmiar:select:1";"170/88/74";"";"";"";"";"";"";"";"";36
165;"";"Rozmiar:select:1";"170/92/78";"";"";"";"";"";"";"";"";19
165;"";"Rozmiar:select:1";"170/96/82";"";"";"";"";"";"";"";"";48
165;"";"Rozmiar:select:1";"170/100/86";"";"";"";"";"";"";"";"";12
165;"";"Rozmiar:select:1";"170/104/90";"";"";"";"";"";"";"";"";39
165;"";"Rozmiar:select:1";"170/108/94";"";"";"";"";"";"";"";"";10
165;"";"Rozmiar:select:1";"176/88/74";"";"";"";"";"";"";"";"";16
165;"";"Rozmiar:select:1";"176/92/78";"";"";"";"";"";"";"";"";47
165;"";"Rozmiar:select:1";"176/96/82";"";"";"";"";"";"";"";"";21
165;"";"Rozmiar:select:1";"176/100/86";"";"";"";"";"";"";"";"";30
165;"";"Rozmiar:select:1";"176/104/90";"";"";"";"";"";"";"";"";24
165;"";"Rozmiar:select:1";"176/108/94";"";"";"";"";"";"";"";"";43
165;"";"Rozmiar:select:1";"176/112/98";"";"";"";"";"";"";"";"";14
165;"";"Rozmiar:select:1";"176/116/102";"";"";"";"";"";"";"";"";43
165;"";"Rozmiar:select:1";"182/92/78";"";"";"";"";"";"";"";"";30
165;"";"Rozmiar:select:1";"182/96/82";"";"";"";"";"";"";"";"";41
165;"";"Rozmiar:select:1";"182/100/86";"";"";"";"";"";"";"";"";26
165;"";"Rozmiar:select:1";"182/104/90";"";"";"";"";"";"";"";"";43
165;"";"Rozmiar:select:1";"182/108/94";"";"";"";"";"";"";"";"";43
165;"";"Rozmiar:select:1";"182/112/98";"";"";"";"";"";"";"";"";30
165;"";"Rozmiar:select:1";"182/116/102";"";"";"";"";"";"";"";"";13
165;"";"Rozmiar:select:1";"188/96/82";"";"";"";"";"";"";"";"";19
165;"";"Rozmiar:select:1";"188/100/86";"";"";"";"";"";"";"";"";10
165;"";"Rozmiar:select:1";"188/104/90";"";"";"";"";"";"";"";"";27
165;"";"Rozmiar:select:1";"188/108/94";"";"";"";"";"";"";"";"";25
165;"";"Rozmiar:select:1";"188/112/98";"";"";"";"";"";"";"";"";31
165;"";"Rozmiar:select:1";"188/116/102";"";"";"";"";"";"";"";"";32
165;"";"Rozmiar:select:1";"194/104/90";"";"";"";"";"";"";"";"";43
165;"";"Rozmiar:select:1";"194/108/94";"";"";"";"";"";"";"";"";25
165;"";"Rozmiar:select:1";"194/112/98";"";"";"";"";"";"";"";"";44
166;"";"Rozmiar:select:1";"170/104/90";"";"";"";"";"";"";"";"";41
166;"";"Rozmiar:select:1";"170/108/94";"";"";"";"";"";"";"";"";49
166;"";"Rozmiar:select:1";"170/112/98";"";"";"";"";"";"";"";"";45
166;"";"Rozmiar:select:1";"176/104/90";"";"";"";"";"";"";"";"";49
166;"";"Rozmiar:select:1";"176/108/94";"";"";"";"";"";"";"";"";21
166;"";"Rozmiar:select:1";"176/112/98";"";"";"";"";"";"";"";"";22
166;"";"Rozmiar:select:1";"176/116/102";"";"";"";"";"";"";"";"";20
166;"";"Rozmiar:select:1";"176/120/106";"";"";"";"";"";"";"";"";39
166;"";"Rozmiar:select:1";"182/108/94";"";"";"";"";"";"";"";"";15
166;"";"Rozmiar:select:1";"182/112/98";"";"";"";"";"";"";"";"";41
166;"";"Rozmiar:select:1";"182/116/102";"";"";"";"";"";"";"";"";12
166;"";"Rozmiar:select:1";"182/120/106";"";"";"";"";"";"";"";"";28
166;"";"Rozmiar:select:1";"188/112/98";"";"";"";"";"";"";"";"";44
166;"";"Rozmiar:select:1";"188/116/102";"";"";"";"";"";"";"";"";44
166;"";"Rozmiar:select:1";"188/120/106";"";"";"";"";"";"";"";"";33
167;"";"Rozmiar:select:1";"170/88/74";"";"";"";"";"";"";"";"";34
167;"";"Rozmiar:select:1";"170/92/78";"";"";"";"";"";"";"";"";23
167;"";"Rozmiar:select:1";"170/96/82";"";"";"";"";"";"";"";"";33
167;"";"Rozmiar:select:1";"170/100/86";"";"";"";"";"";"";"";"";19
167;"";"Rozmiar:select:1";"170/104/90";"";"";"";"";"";"";"";"";20
167;"";"Rozmiar:select:1";"170/108/94";"";"";"";"";"";"";"";"";36
167;"";"Rozmiar:select:1";"176/92/78";"";"";"";"";"";"";"";"";31
167;"";"Rozmiar:select:1";"176/96/82";"";"";"";"";"";"";"";"";18
167;"";"Rozmiar:select:1";"176/100/86";"";"";"";"";"";"";"";"";21
167;"";"Rozmiar:select:1";"176/104/90";"";"";"";"";"";"";"";"";50
167;"";"Rozmiar:select:1";"176/108/94";"";"";"";"";"";"";"";"";18
167;"";"Rozmiar:select:1";"176/112/98";"";"";"";"";"";"";"";"";10
167;"";"Rozmiar:select:1";"176/116/102";"";"";"";"";"";"";"";"";45
167;"";"Rozmiar:select:1";"182/92/78";"";"";"";"";"";"";"";"";50
167;"";"Rozmiar:select:1";"182/96/82";"";"";"";"";"";"";"";"";43
167;"";"Rozmiar:select:1";"182/100/86";"";"";"";"";"";"";"";"";41
167;"";"Rozmiar:select:1";"182/104/90";"";"";"";"";"";"";"";"";16
167;"";"Rozmiar:select:1";"182/108/94";"";"";"";"";"";"";"";"";30
167;"";"Rozmiar:select:1";"182/112/98";"";"";"";"";"";"";"";"";30
167;"";"Rozmiar:select:1";"182/116/102";"";"";"";"";"";"";"";"";42
167;"";"Rozmiar:select:1";"188/100/86";"";"";"";"";"";"";"";"";34
167;"";"Rozmiar:select:1";"188/104/90";"";"";"";"";"";"";"";"";25
167;"";"Rozmiar:select:1";"188/108/94";"";"";"";"";"";"";"";"";12
167;"";"Rozmiar:select:1";"188/112/98";"";"";"";"";"";"";"";"";36
167;"";"Rozmiar:select:1";"188/116/102";"";"";"";"";"";"";"";"";22
168;"";"Rozmiar:select:1";"170/96/82";"";"";"";"";"";"";"";"";13
168;"";"Rozmiar:select:1";"170/100/86";"";"";"";"";"";"";"";"";17
168;"";"Rozmiar:select:1";"170/104/90";"";"";"";"";"";"";"";"";43
168;"";"Rozmiar:select:1";"176/96/82";"";"";"";"";"";"";"";"";30
168;"";"Rozmiar:select:1";"176/100/86";"";"";"";"";"";"";"";"";21
168;"";"Rozmiar:select:1";"176/104/90";"";"";"";"";"";"";"";"";26
168;"";"Rozmiar:select:1";"176/108/94";"";"";"";"";"";"";"";"";45
168;"";"Rozmiar:select:1";"176/112/98";"";"";"";"";"";"";"";"";48
168;"";"Rozmiar:select:1";"182/100/86";"";"";"";"";"";"";"";"";50
168;"";"Rozmiar:select:1";"182/104/90";"";"";"";"";"";"";"";"";30
168;"";"Rozmiar:select:1";"182/108/94";"";"";"";"";"";"";"";"";21
168;"";"Rozmiar:select:1";"182/112/98";"";"";"";"";"";"";"";"";12
169;"";"Rozmiar:select:1";"170/88/74";"";"";"";"";"";"";"";"";25
169;"";"Rozmiar:select:1";"170/92/78";"";"";"";"";"";"";"";"";11
169;"";"Rozmiar:select:1";"170/96/82";"";"";"";"";"";"";"";"";32
169;"";"Rozmiar:select:1";"170/100/86";"";"";"";"";"";"";"";"";17
169;"";"Rozmiar:select:1";"170/104/90";"";"";"";"";"";"";"";"";29
169;"";"Rozmiar:select:1";"170/108/94";"";"";"";"";"";"";"";"";12
169;"";"Rozmiar:select:1";"176/92/78";"";"";"";"";"";"";"";"";25
169;"";"Rozmiar:select:1";"176/96/82";"";"";"";"";"";"";"";"";35
169;"";"Rozmiar:select:1";"176/100/86";"";"";"";"";"";"";"";"";49
169;"";"Rozmiar:select:1";"176/104/90";"";"";"";"";"";"";"";"";15
169;"";"Rozmiar:select:1";"176/108/94";"";"";"";"";"";"";"";"";10
169;"";"Rozmiar:select:1";"176/112/98";"";"";"";"";"";"";"";"";44
169;"";"Rozmiar:select:1";"176/116/102";"";"";"";"";"";"";"";"";10
169;"";"Rozmiar:select:1";"182/92/78";"";"";"";"";"";"";"";"";48
169;"";"Rozmiar:select:1";"182/96/82";"";"";"";"";"";"";"";"";22
169;"";"Rozmiar:select:1";"182/100/86";"";"";"";"";"";"";"";"";34
169;"";"Rozmiar:select:1";"182/104/90";"";"";"";"";"";"";"";"";30
169;"";"Rozmiar:select:1";"182/108/94";"";"";"";"";"";"";"";"";43
169;"";"Rozmiar:select:1";"182/112/98";"";"";"";"";"";"";"";"";10
169;"";"Rozmiar:select:1";"182/116/102";"";"";"";"";"";"";"";"";41
169;"";"Rozmiar:select:1";"188/100/86";"";"";"";"";"";"";"";"";45
169;"";"Rozmiar:select:1";"188/104/90";"";"";"";"";"";"";"";"";24
169;"";"Rozmiar:select:1";"188/108/94";"";"";"";"";"";"";"";"";12
169;"";"Rozmiar:select:1";"188/112/98";"";"";"";"";"";"";"";"";38
169;"";"Rozmiar:select:1";"188/116/102";"";"";"";"";"";"";"";"";23
170;"";"Rozmiar:select:1";"170/88/74";"";"";"";"";"";"";"";"";44
170;"";"Rozmiar:select:1";"170/92/78";"";"";"";"";"";"";"";"";21
170;"";"Rozmiar:select:1";"170/96/82";"";"";"";"";"";"";"";"";17
170;"";"Rozmiar:select:1";"170/100/86";"";"";"";"";"";"";"";"";34
170;"";"Rozmiar:select:1";"170/104/90";"";"";"";"";"";"";"";"";30
170;"";"Rozmiar:select:1";"170/108/94";"";"";"";"";"";"";"";"";49
170;"";"Rozmiar:select:1";"176/88/74";"";"";"";"";"";"";"";"";28
170;"";"Rozmiar:select:1";"176/92/78";"";"";"";"";"";"";"";"";28
170;"";"Rozmiar:select:1";"176/96/82";"";"";"";"";"";"";"";"";46
170;"";"Rozmiar:select:1";"176/100/86";"";"";"";"";"";"";"";"";42
170;"";"Rozmiar:select:1";"176/104/90";"";"";"";"";"";"";"";"";39
170;"";"Rozmiar:select:1";"176/108/94";"";"";"";"";"";"";"";"";36
170;"";"Rozmiar:select:1";"176/112/98";"";"";"";"";"";"";"";"";34
170;"";"Rozmiar:select:1";"176/116/102";"";"";"";"";"";"";"";"";47
170;"";"Rozmiar:select:1";"182/92/78";"";"";"";"";"";"";"";"";26
170;"";"Rozmiar:select:1";"182/96/82";"";"";"";"";"";"";"";"";16
170;"";"Rozmiar:select:1";"182/100/86";"";"";"";"";"";"";"";"";15
170;"";"Rozmiar:select:1";"182/104/90";"";"";"";"";"";"";"";"";36
170;"";"Rozmiar:select:1";"182/108/94";"";"";"";"";"";"";"";"";40
170;"";"Rozmiar:select:1";"182/112/98";"";"";"";"";"";"";"";"";25
170;"";"Rozmiar:select:1";"182/116/102";"";"";"";"";"";"";"";"";20
170;"";"Rozmiar:select:1";"188/96/82";"";"";"";"";"";"";"";"";37
170;"";"Rozmiar:select:1";"188/100/86";"";"";"";"";"";"";"";"";38
170;"";"Rozmiar:select:1";"188/104/90";"";"";"";"";"";"";"";"";10
170;"";"Rozmiar:select:1";"188/108/94";"";"";"";"";"";"";"";"";48
170;"";"Rozmiar:select:1";"188/112/98";"";"";"";"";"";"";"";"";23
170;"";"Rozmiar:select:1";"188/116/102";"";"";"";"";"";"";"";"";43
170;"";"Rozmiar:select:1";"194/104/90";"";"";"";"";"";"";"";"";45
170;"";"Rozmiar:select:1";"194/108/94";"";"";"";"";"";"";"";"";13
170;"";"Rozmiar:select:1";"194/112/98";"";"";"";"";"";"";"";"";20
171;"";"Rozmiar:select:1";"170/88/74";"";"";"";"";"";"";"";"";25
171;"";"Rozmiar:select:1";"170/92/78";"";"";"";"";"";"";"";"";24
171;"";"Rozmiar:select:1";"170/96/82";"";"";"";"";"";"";"";"";21
171;"";"Rozmiar:select:1";"170/100/86";"";"";"";"";"";"";"";"";30
171;"";"Rozmiar:select:1";"170/104/90";"";"";"";"";"";"";"";"";40
171;"";"Rozmiar:select:1";"170/108/94";"";"";"";"";"";"";"";"";18
171;"";"Rozmiar:select:1";"176/88/74";"";"";"";"";"";"";"";"";47
171;"";"Rozmiar:select:1";"176/92/78";"";"";"";"";"";"";"";"";24
171;"";"Rozmiar:select:1";"176/96/82";"";"";"";"";"";"";"";"";18
171;"";"Rozmiar:select:1";"176/100/86";"";"";"";"";"";"";"";"";31
171;"";"Rozmiar:select:1";"176/104/90";"";"";"";"";"";"";"";"";11
171;"";"Rozmiar:select:1";"176/108/94";"";"";"";"";"";"";"";"";34
171;"";"Rozmiar:select:1";"176/112/98";"";"";"";"";"";"";"";"";13
171;"";"Rozmiar:select:1";"176/116/102";"";"";"";"";"";"";"";"";38
171;"";"Rozmiar:select:1";"182/92/78";"";"";"";"";"";"";"";"";48
171;"";"Rozmiar:select:1";"182/96/82";"";"";"";"";"";"";"";"";33
171;"";"Rozmiar:select:1";"182/100/86";"";"";"";"";"";"";"";"";44
171;"";"Rozmiar:select:1";"182/104/90";"";"";"";"";"";"";"";"";50
171;"";"Rozmiar:select:1";"182/108/94";"";"";"";"";"";"";"";"";33
171;"";"Rozmiar:select:1";"182/112/98";"";"";"";"";"";"";"";"";31
171;"";"Rozmiar:select:1";"182/116/102";"";"";"";"";"";"";"";"";31
171;"";"Rozmiar:select:1";"188/96/82";"";"";"";"";"";"";"";"";25
171;"";"Rozmiar:select:1";"188/100/86";"";"";"";"";"";"";"";"";18
171;"";"Rozmiar:select:1";"188/104/90";"";"";"";"";"";"";"";"";38
171;"";"Rozmiar:select:1";"188/108/94";"";"";"";"";"";"";"";"";19
171;"";"Rozmiar:select:1";"188/112/98";"";"";"";"";"";"";"";"";17
171;"";"Rozmiar:select:1";"188/116/102";"";"";"";"";"";"";"";"";45
171;"";"Rozmiar:select:1";"194/104/90";"";"";"";"";"";"";"";"";17
171;"";"Rozmiar:select:1";"194/108/94";"";"";"";"";"";"";"";"";47
171;"";"Rozmiar:select:1";"194/112/98";"";"";"";"";"";"";"";"";10
172;"";"Rozmiar:select:1";"170/92/78";"";"";"";"";"";"";"";"";47
172;"";"Rozmiar:select:1";"170/96/82";"";"";"";"";"";"";"";"";48
172;"";"Rozmiar:select:1";"170/100/86";"";"";"";"";"";"";"";"";43
172;"";"Rozmiar:select:1";"170/104/90";"";"";"";"";"";"";"";"";21
172;"";"Rozmiar:select:1";"176/92/78";"";"";"";"";"";"";"";"";18
172;"";"Rozmiar:select:1";"176/96/82";"";"";"";"";"";"";"";"";47
172;"";"Rozmiar:select:1";"176/100/86";"";"";"";"";"";"";"";"";12
172;"";"Rozmiar:select:1";"176/104/90";"";"";"";"";"";"";"";"";50
172;"";"Rozmiar:select:1";"176/108/94";"";"";"";"";"";"";"";"";42
172;"";"Rozmiar:select:1";"176/112/98";"";"";"";"";"";"";"";"";37
172;"";"Rozmiar:select:1";"182/96/82";"";"";"";"";"";"";"";"";46
172;"";"Rozmiar:select:1";"182/100/86";"";"";"";"";"";"";"";"";43
172;"";"Rozmiar:select:1";"182/104/90";"";"";"";"";"";"";"";"";45
172;"";"Rozmiar:select:1";"182/108/94";"";"";"";"";"";"";"";"";30
172;"";"Rozmiar:select:1";"182/112/98";"";"";"";"";"";"";"";"";13
172;"";"Rozmiar:select:1";"182/116/102";"";"";"";"";"";"";"";"";25
172;"";"Rozmiar:select:1";"188/100/86";"";"";"";"";"";"";"";"";11
172;"";"Rozmiar:select:1";"188/104/90";"";"";"";"";"";"";"";"";35
172;"";"Rozmiar:select:1";"188/108/94";"";"";"";"";"";"";"";"";38
172;"";"Rozmiar:select:1";"188/112/98";"";"";"";"";"";"";"";"";42
173;"";"Rozmiar:select:1";"170/88/74";"";"";"";"";"";"";"";"";28
173;"";"Rozmiar:select:1";"170/92/78";"";"";"";"";"";"";"";"";36
173;"";"Rozmiar:select:1";"170/96/82";"";"";"";"";"";"";"";"";41
173;"";"Rozmiar:select:1";"170/100/86";"";"";"";"";"";"";"";"";22
173;"";"Rozmiar:select:1";"170/104/90";"";"";"";"";"";"";"";"";38
173;"";"Rozmiar:select:1";"170/108/94";"";"";"";"";"";"";"";"";39
173;"";"Rozmiar:select:1";"176/88/74";"";"";"";"";"";"";"";"";44
173;"";"Rozmiar:select:1";"176/92/78";"";"";"";"";"";"";"";"";18
173;"";"Rozmiar:select:1";"176/96/82";"";"";"";"";"";"";"";"";39
173;"";"Rozmiar:select:1";"176/100/86";"";"";"";"";"";"";"";"";19
173;"";"Rozmiar:select:1";"176/104/90";"";"";"";"";"";"";"";"";38
173;"";"Rozmiar:select:1";"176/108/94";"";"";"";"";"";"";"";"";23
173;"";"Rozmiar:select:1";"176/112/98";"";"";"";"";"";"";"";"";31
173;"";"Rozmiar:select:1";"176/116/102";"";"";"";"";"";"";"";"";25
173;"";"Rozmiar:select:1";"182/92/78";"";"";"";"";"";"";"";"";14
173;"";"Rozmiar:select:1";"182/96/82";"";"";"";"";"";"";"";"";34
173;"";"Rozmiar:select:1";"182/100/86";"";"";"";"";"";"";"";"";11
173;"";"Rozmiar:select:1";"182/104/90";"";"";"";"";"";"";"";"";19
173;"";"Rozmiar:select:1";"182/108/94";"";"";"";"";"";"";"";"";35
173;"";"Rozmiar:select:1";"182/112/98";"";"";"";"";"";"";"";"";12
173;"";"Rozmiar:select:1";"182/116/102";"";"";"";"";"";"";"";"";37
173;"";"Rozmiar:select:1";"188/96/82";"";"";"";"";"";"";"";"";50
173;"";"Rozmiar:select:1";"188/100/86";"";"";"";"";"";"";"";"";50
173;"";"Rozmiar:select:1";"188/104/90";"";"";"";"";"";"";"";"";13
173;"";"Rozmiar:select:1";"188/108/94";"";"";"";"";"";"";"";"";24
173;"";"Rozmiar:select:1";"188/112/98";"";"";"";"";"";"";"";"";21
173;"";"Rozmiar:select:1";"188/116/102";"";"";"";"";"";"";"";"";47
173;"";"Rozmiar:select:1";"194/104/90";"";"";"";"";"";"";"";"";44
173;"";"Rozmiar:select:1";"194/108/94";"";"";"";"";"";"";"";"";37
173;"";"Rozmiar:select:1";"194/112/98";"";"";"";"";"";"";"";"";50
174;"";"Rozmiar:select:1";"170/88/74";"";"";"";"";"";"";"";"";20
174;"";"Rozmiar:select:1";"170/92/78";"";"";"";"";"";"";"";"";49
174;"";"Rozmiar:select:1";"170/96/82";"";"";"";"";"";"";"";"";35
174;"";"Rozmiar:select:1";"170/100/86";"";"";"";"";"";"";"";"";22
174;"";"Rozmiar:select:1";"170/104/90";"";"";"";"";"";"";"";"";32
174;"";"Rozmiar:select:1";"170/108/94";"";"";"";"";"";"";"";"";15
174;"";"Rozmiar:select:1";"176/88/74";"";"";"";"";"";"";"";"";48
174;"";"Rozmiar:select:1";"176/92/78";"";"";"";"";"";"";"";"";49
174;"";"Rozmiar:select:1";"176/96/82";"";"";"";"";"";"";"";"";30
174;"";"Rozmiar:select:1";"176/100/86";"";"";"";"";"";"";"";"";47
174;"";"Rozmiar:select:1";"176/104/90";"";"";"";"";"";"";"";"";45
174;"";"Rozmiar:select:1";"176/108/94";"";"";"";"";"";"";"";"";49
174;"";"Rozmiar:select:1";"176/112/98";"";"";"";"";"";"";"";"";34
174;"";"Rozmiar:select:1";"182/92/78";"";"";"";"";"";"";"";"";43
174;"";"Rozmiar:select:1";"182/96/82";"";"";"";"";"";"";"";"";24
174;"";"Rozmiar:select:1";"182/100/86";"";"";"";"";"";"";"";"";50
174;"";"Rozmiar:select:1";"182/104/90";"";"";"";"";"";"";"";"";37
174;"";"Rozmiar:select:1";"182/108/94";"";"";"";"";"";"";"";"";29
174;"";"Rozmiar:select:1";"182/112/98";"";"";"";"";"";"";"";"";10
174;"";"Rozmiar:select:1";"182/116/102";"";"";"";"";"";"";"";"";10
174;"";"Rozmiar:select:1";"188/96/82";"";"";"";"";"";"";"";"";50
174;"";"Rozmiar:select:1";"188/100/86";"";"";"";"";"";"";"";"";31
174;"";"Rozmiar:select:1";"188/104/90";"";"";"";"";"";"";"";"";46
174;"";"Rozmiar:select:1";"188/108/94";"";"";"";"";"";"";"";"";40
174;"";"Rozmiar:select:1";"188/112/98";"";"";"";"";"";"";"";"";50
174;"";"Rozmiar:select:1";"188/116/102";"";"";"";"";"";"";"";"";21
174;"";"Rozmiar:select:1";"194/104/90";"";"";"";"";"";"";"";"";41
174;"";"Rozmiar:select:1";"194/108/94";"";"";"";"";"";"";"";"";32
174;"";"Rozmiar:select:1";"194/112/98";"";"";"";"";"";"";"";"";34
175;"";"Rozmiar:select:1";"170/100/86";"";"";"";"";"";"";"";"";41
175;"";"Rozmiar:select:1";"170/104/90";"";"";"";"";"";"";"";"";28
175;"";"Rozmiar:select:1";"170/108/94";"";"";"";"";"";"";"";"";48
175;"";"Rozmiar:select:1";"170/112/98";"";"";"";"";"";"";"";"";45
175;"";"Rozmiar:select:1";"176/100/86";"";"";"";"";"";"";"";"";18
175;"";"Rozmiar:select:1";"176/104/90";"";"";"";"";"";"";"";"";21
175;"";"Rozmiar:select:1";"176/108/94";"";"";"";"";"";"";"";"";27
175;"";"Rozmiar:select:1";"176/112/98";"";"";"";"";"";"";"";"";27
175;"";"Rozmiar:select:1";"176/116/102";"";"";"";"";"";"";"";"";11
175;"";"Rozmiar:select:1";"176/120/106";"";"";"";"";"";"";"";"";46
175;"";"Rozmiar:select:1";"176/124/110";"";"";"";"";"";"";"";"";32
175;"";"Rozmiar:select:1";"182/104/90";"";"";"";"";"";"";"";"";33
175;"";"Rozmiar:select:1";"182/108/94";"";"";"";"";"";"";"";"";34
175;"";"Rozmiar:select:1";"182/112/98";"";"";"";"";"";"";"";"";13
175;"";"Rozmiar:select:1";"182/116/102";"";"";"";"";"";"";"";"";17
175;"";"Rozmiar:select:1";"182/120/106";"";"";"";"";"";"";"";"";22
175;"";"Rozmiar:select:1";"182/124/110";"";"";"";"";"";"";"";"";20
175;"";"Rozmiar:select:1";"188/108/94";"";"";"";"";"";"";"";"";26
175;"";"Rozmiar:select:1";"188/112/98";"";"";"";"";"";"";"";"";20
175;"";"Rozmiar:select:1";"188/116/102";"";"";"";"";"";"";"";"";21
175;"";"Rozmiar:select:1";"188/120/106";"";"";"";"";"";"";"";"";25
175;"";"Rozmiar:select:1";"188/124/110";"";"";"";"";"";"";"";"";19
175;"";"Rozmiar:select:1";"194/112/98";"";"";"";"";"";"";"";"";40
175;"";"Rozmiar:select:1";"194/116/102";"";"";"";"";"";"";"";"";27
175;"";"Rozmiar:select:1";"194/120/106";"";"";"";"";"";"";"";"";34
176;"";"Rozmiar:select:1";"170/88/74";"";"";"";"";"";"";"";"";25
176;"";"Rozmiar:select:1";"170/92/78";"";"";"";"";"";"";"";"";32
176;"";"Rozmiar:select:1";"170/96/82";"";"";"";"";"";"";"";"";43
176;"";"Rozmiar:select:1";"170/100/86";"";"";"";"";"";"";"";"";41
176;"";"Rozmiar:select:1";"170/104/90";"";"";"";"";"";"";"";"";28
176;"";"Rozmiar:select:1";"170/108/94";"";"";"";"";"";"";"";"";23
176;"";"Rozmiar:select:1";"176/88/74";"";"";"";"";"";"";"";"";32
176;"";"Rozmiar:select:1";"176/92/78";"";"";"";"";"";"";"";"";39
176;"";"Rozmiar:select:1";"176/96/82";"";"";"";"";"";"";"";"";44
176;"";"Rozmiar:select:1";"176/100/86";"";"";"";"";"";"";"";"";14
176;"";"Rozmiar:select:1";"176/104/90";"";"";"";"";"";"";"";"";47
176;"";"Rozmiar:select:1";"176/108/94";"";"";"";"";"";"";"";"";47
176;"";"Rozmiar:select:1";"176/112/98";"";"";"";"";"";"";"";"";50
176;"";"Rozmiar:select:1";"176/116/102";"";"";"";"";"";"";"";"";45
176;"";"Rozmiar:select:1";"182/92/78";"";"";"";"";"";"";"";"";49
