"Identyfikator Produktu (ID)";"Indeks produktu";"Atrybut (Nazwa:Typ:Pozycja)*";"Wartość (Wartość:Pozycja)*";"Identyfikator dostawcy";"Indeks";"kod EAN13";"Kod kreskowy UPC";"MPN";"Koszt własny";"Wpływ na cenę";"Podatek ekologiczny";"Ilość"
134;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";14
135;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";28
135;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";10
135;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";41
135;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";23
135;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";17
136;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";18
136;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";47
136;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";28
136;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";16
136;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";50
137;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";33
137;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";18
137;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";23
137;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";16
137;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";38
138;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";36
138;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";15
138;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";32
138;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";26
138;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";25
139;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";17
139;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";46
139;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";17
139;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";20
139;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";32
140;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";45
140;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";14
140;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";40
140;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";11
140;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";41
141;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";32
141;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";24
141;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";24
141;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";50
141;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";37
142;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";22
142;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";20
142;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";32
142;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";46
142;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";48
143;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";31
143;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";38
143;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";48
143;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";50
143;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";14
144;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";30
144;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";47
144;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";20
144;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";31
144;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";39
145;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";31
145;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";32
145;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";17
145;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";45
145;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";21
146;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";23
146;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";50
146;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";40
146;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";41
146;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";33
147;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";30
147;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";13
147;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";15
147;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";20
147;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";34
147;"";"Rozmiar:select:1";"XS";"";"";"";"";"";"";"";"";40
148;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";46
148;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";24
148;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";31
148;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";14
148;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";36
148;"";"Rozmiar:select:1";"XS";"";"";"";"";"";"";"";"";33
149;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";23
149;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";18
149;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";32
149;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";42
149;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";14
150;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";16
150;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";48
150;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";22
150;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";16
150;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";10
151;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";14
151;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";17
151;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";32
151;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";44
151;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";28
152;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";26
152;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";15
152;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";42
152;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";39
152;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";13
153;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";21
153;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";26
153;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";10
153;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";45
153;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";41
154;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";19
154;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";10
154;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";23
154;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";12
154;"";"Rozmiar:select:1";"XXL";"";"";"";"";"";"";"";"";25
155;"";"Rozmiar:select:1";"S";"";"";"";"";"";"";"";"";32
155;"";"Rozmiar:select:1";"M";"";"";"";"";"";"";"";"";19
155;"";"Rozmiar:select:1";"L";"";"";"";"";"";"";"";"";26
155;"";"Rozmiar:select:1";"XL";"";"";"";"";"";"";"";"";13
156;"";"Rozmiar:select:1";"176/96/82";"";"";"";"";"";"";"";"";34
156;"";"Rozmiar:select:1";"176/100/86";"";"";"";"";"";"";"";"";33
156;"";"Rozmiar:select:1";"176/104/90";"";"";"";"";"";"";"";"";32
156;"";"Rozmiar:select:1";"176/108/94";"";"";"";"";"";"";"";"";37
156;"";"Rozmiar:select:1";"176/112/98";"";"";"";"";"";"";"";"";38
156;"";"Rozmiar:select:1";"182/100/86";"";"";"";"";"";"";"";"";37
156;"";"Rozmiar:select:1";"182/104/90";"";"";"";"";"";"";"";"";45
156;"";"Rozmiar:select:1";"182/108/94";"";"";"";"";"";"";"";"";18
156;"";"Rozmiar:select:1";"182/112/98";"";"";"";"";"";"";"";"";26
157;"";"Rozmiar:select:1";"170/92/78";"";"";"";"";"";"";"";"";10
157;"";"Rozmiar:select:1";"170/96/82";"";"";"";"";"";"";"";"";40
157;"";"Rozmiar:select:1";"170/100/86";"";"";"";"";"";"";"";"";42
157;"";"Rozmiar:select:1";"170/104/90";"";"";"";"";"";"";"";"";26
157;"";"Rozmiar:select:1";"176/92/78";"";"";"";"";"";"";"";"";18
157;"";"Rozmiar:select:1";"176/96/82";"";"";"";"";"";"";"";"";13
157;"";"Rozmiar:select:1";"176/100/86";"";"";"";"";"";"";"";"";49
157;"";"Rozmiar:select:1";"176/104/90";"";"";"";"";"";"";"";"";18
157;"";"Rozmiar:select:1";"176/108/94";"";"";"";"";"";"";"";"";33
157;"";"Rozmiar:select:1";"176/112/98";"";"";"";"";"";"";"";"";48
157;"";"Rozmiar:select:1";"182/100/86";"";"";"";"";"";"";"";"";38
157;"";"Rozmiar:select:1";"182/104/90";"";"";"";"";"";"";"";"";20
157;"";"Rozmiar:select:1";"182/108/94";"";"";"";"";"";"";"";"";39
157;"";"Rozmiar:select:1";"182/112/98";"";"";"";"";"";"";"";"";35
157;"";"Rozmiar:select:1";"188/104/90";"";"";"";"";"";"";"";"";33
157;"";"Rozmiar:select:1";"188/108/94";"";"";"";"";"";"";"";"";14
157;"";"Rozmiar:select:1";"188/112/98";"";"";"";"";"";"";"";"";37
158;"";"Rozmiar:select:1";"170/96/82";"";"";"";"";"";"";"";"";24
158;"";"Rozmiar:select:1";"170/100/86";"";"";"";"";"";"";"";"";40
158;"";"Rozmiar:select:1";"176/96/82";"";"";"";"";"";"";"";"";41
158;"";"Rozmiar:select:1";"176/100/86";"";"";"";"";"";"";"";"";26
158;"";"Rozmiar:select:1";"176/104/90";"";"";"";"";"";"";"";"";48
158;"";"Rozmiar:select:1";"176/108/94";"";"";"";"";"";"";"";"";25
158;"";"Rozmiar:select:1";"176/112/98";"";"";"";"";"";"";"";"";27
158;"";"Rozmiar:select:1";"182/100/86";"";"";"";"";"";"";"";"";18
158;"";"Rozmiar:select:1";"182/104/90";"";"";"";"";"";"";"";"";50
158;"";"Rozmiar:select:1";"182/108/94";"";"";"";"";"";"";"";"";18
158;"";"Rozmiar:select:1";"182/112/98";"";"";"";"";"";"";"";"";40
159;"";"Rozmiar:select:1";"170/88/74";"";"";"";"";"";"";"";"";32
159;"";"Rozmiar:select:1";"170/92/78";"";"";"";"";"";"";"";"";26
159;"";"Rozmiar:select:1";"170/96/82";"";"";"";"";"";"";"";"";24
159;"";"Rozmiar:select:1";"170/100/86";"";"";"";"";"";"";"";"";24
159;"";"Rozmiar:select:1";"170/104/90";"";"";"";"";"";"";"";"";10
159;"";"Rozmiar:select:1";"170/108/94";"";"";"";"";"";"";"";"";45
159;"";"Rozmiar:select:1";"176/92/78";"";"";"";"";"";"";"";"";36
159;"";"Rozmiar:select:1";"176/96/82";"";"";"";"";"";"";"";"";22
159;"";"Rozmiar:select:1";"176/100/86";"";"";"";"";"";"";"";"";35
159;"";"Rozmiar:select:1";"176/104/90";"";"";"";"";"";"";"";"";24
159;"";"Rozmiar:select:1";"176/108/94";"";"";"";"";"";"";"";"";46
159;"";"Rozmiar:select:1";"176/112/98";"";"";"";"";"";"";"";"";45
159;"";"Rozmiar:select:1";"176/116/102";"";"";"";"";"";"";"";"";50
159;"";"Rozmiar:select:1";"182/92/78";"";"";"";"";"";"";"";"";40
159;"";"Rozmiar:select:1";"182/96/82";"";"";"";"";"";"";"";"";34
159;"";"Rozmiar:select:1";"182/100/86";"";"";"";"";"";"";"";"";45
159;"";"Rozmiar:select:1";"182/104/90";"";"";"";"";"";"";"";"";43
159;"";"Rozmiar:select:1";"182/108/94";"";"";"";"";"";"";"";"";45
159;"";"Rozmiar:select:1";"182/112/98";"";"";"";"";"";"";"";"";30
159;"";"Rozmiar:select:1";"182/116/102";"";"";"";"";"";"";"";"";32
159;"";"Rozmiar:select:1";"188/100/86";"";"";"";"";"";"";"";"";13
159;"";"Rozmiar:select:1";"188/104/90";"";"";"";"";"";"";"";"";38
159;"";"Rozmiar:select:1";"188/108/94";"";"";"";"";"";"";"";"";34
159;"";"Rozmiar:select:1";"188/112/98";"";"";"";"";"";"";"";"";47
159;"";"Rozmiar:select:1";"188/116/102";"";"";"";"";"";"";"";"";37
160;"";"Rozmiar:select:1";"170/96/82";"";"";"";"";"";"";"";"";47
160;"";"Rozmiar:select:1";"170/100/86";"";"";"";"";"";"";"";"";13
160;"";"Rozmiar:select:1";"170/104/90";"";"";"";"";"";"";"";"";49
160;"";"Rozmiar:select:1";"176/96/82";"";"";"";"";"";"";"";"";18
160;"";"Rozmiar:select:1";"176/100/86";"";"";"";"";"";"";"";"";41
160;"";"Rozmiar:select:1";"176/104/90";"";"";"";"";"";"";"";"";49
160;"";"Rozmiar:select:1";"176/108/94";"";"";"";"";"";"";"";"";37
160;"";"Rozmiar:select:1";"176/112/98";"";"";"";"";"";"";"";"";14
160;"";"Rozmiar:select:1";"182/100/86";"";"";"";"";"";"";"";"";10
160;"";"Rozmiar:select:1";"182/104/90";"";"";"";"";"";"";"";"";28
160;"";"Rozmiar:select:1";"182/108/94";"";"";"";"";"";"";"";"";14
160;"";"Rozmiar:select:1";"182/112/98";"";"";"";"";"";"";"";"";12
161;"";"Rozmiar:select:1";"170/104/90";"";"";"";"";"";"";"";"";23
161;"";"Rozmiar:select:1";"170/108/94";"";"";"";"";"";"";"";"";26
161;"";"Rozmiar:select:1";"170/112/98";"";"";"";"";"";"";"";"";29
161;"";"Rozmiar:select:1";"176/104/90";"";"";"";"";"";"";"";"";24
161;"";"Rozmiar:select:1";"176/108/94";"";"";"";"";"";"";"";"";21
161;"";"Rozmiar:select:1";"176/112/98";"";"";"";"";"";"";"";"";34
161;"";"Rozmiar:select:1";"176/116/102";"";"";"";"";"";"";"";"";43
161;"";"Rozmiar:select:1";"176/120/106";"";"";"";"";"";"";"";"";16
161;"";"Rozmiar:select:1";"182/108/94";"";"";"";"";"";"";"";"";43
161;"";"Rozmiar:select:1";"182/112/98";"";"";"";"";"";"";"";"";50
161;"";"Rozmiar:select:1";"182/116/102";"";"";"";"";"";"";"";"";35
161;"";"Rozmiar:select:1";"182/120/106";"";"";"";"";"";"";"";"";36
161;"";"Rozmiar:select:1";"188/112/98";"";"";"";"";"";"";"";"";24
161;"";"Rozmiar:select:1";"188/116/102";"";"";"";"";"";"";"";"";22
161;"";"Rozmiar:select:1";"188/120/106";"";"";"";"";"";"";"";"";18
162;"";"Rozmiar:select:1";"170/88/74";"";"";"";"";"";"";"";"";12
162;"";"Rozmiar:select:1";"170/92/78";"";"";"";"";"";"";"";"";18
162;"";"Rozmiar:select:1";"170/96/82";"";"";"";"";"";"";"";"";17
162;"";"Rozmiar:select:1";"170/100/86";"";"";"";"";"";"";"";"";10
162;"";"Rozmiar:select:1";"170/104/90";"";"";"";"";"";"";"";"";25
162;"";"Rozmiar:select:1";"170/108/94";"";"";"";"";"";"";"";"";32
162;"";"Rozmiar:select:1";"176/88/74";"";"";"";"";"";"";"";"";42
162;"";"Rozmiar:select:1";"176/92/78";"";"";"";"";"";"";"";"";14
162;"";"Rozmiar:select:1";"176/96/82";"";"";"";"";"";"";"";"";32
162;"";"Rozmiar:select:1";"176/100/86";"";"";"";"";"";"";"";"";47
162;"";"Rozmiar:select:1";"176/104/90";"";"";"";"";"";"";"";"";43
162;"";"Rozmiar:select:1";"176/108/94";"";"";"";"";"";"";"";"";42
162;"";"Rozmiar:select:1";"176/112/98";"";"";"";"";"";"";"";"";44
162;"";"Rozmiar:select:1";"176/116/102";"";"";"";"";"";"";"";"";32
162;"";"Rozmiar:select:1";"182/92/78";"";"";"";"";"";"";"";"";39
162;"";"Rozmiar:select:1";"182/96/82";"";"";"";"";"";"";"";"";24
162;"";"Rozmiar:select:1";"182/100/86";"";"";"";"";"";"";"";"";15
162;"";"Rozmiar:select:1";"182/104/90";"";"";"";"";"";"";"";"";28
162;"";"Rozmiar:select:1";"182/108/94";"";"";"";"";"";"";"";"";28
162;"";"Rozmiar:select:1";"182/112/98";"";"";"";"";"";"";"";"";32
162;"";"Rozmiar:select:1";"182/116/102";"";"";"";"";"";"";"";"";36
162;"";"Rozmiar:select:1";"188/96/82";"";"";"";"";"";"";"";"";50
162;"";"Rozmiar:select:1";"188/100/86";"";"";"";"";"";"";"";"";50
162;"";"Rozmiar:select:1";"188/104/90";"";"";"";"";"";"";"";"";13
162;"";"Rozmiar:select:1";"188/108/94";"";"";"";"";"";"";"";"";48
162;"";"Rozmiar:select:1";"188/112/98";"";"";"";"";"";"";"";"";32
162;"";"Rozmiar:select:1";"188/116/102";"";"";"";"";"";"";"";"";40
162;"";"Rozmiar:select:1";"194/104/90";"";"";"";"";"";"";"";"";35
162;"";"Rozmiar:select:1";"194/108/94";"";"";"";"";"";"";"";"";15
162;"";"Rozmiar:select:1";"194/112/98";"";"";"";"";"";"";"";"";14
163;"";"Rozmiar:select:1";"170/88/74";"";"";"";"";"";"";"";"";33
163;"";"Rozmiar:select:1";"170/92/78";"";"";"";"";"";"";"";"";15
163;"";"Rozmiar:select:1";"170/96/82";"";"";"";"";"";"";"";"";35
163;"";"Rozmiar:select:1";"170/100/86";"";"";"";"";"";"";"";"";37
163;"";"Rozmiar:select:1";"170/104/90";"";"";"";"";"";"";"";"";29
163;"";"Rozmiar:select:1";"170/108/94";"";"";"";"";"";"";"";"";29
163;"";"Rozmiar:select:1";"176/92/78";"";"";"";"";"";"";"";"";29
163;"";"Rozmiar:select:1";"176/96/82";"";"";"";"";"";"";"";"";47
163;"";"Rozmiar:select:1";"176/100/86";"";"";"";"";"";"";"";"";42
163;"";"Rozmiar:select:1";"176/104/90";"";"";"";"";"";"";"";"";22
163;"";"Rozmiar:select:1";"176/108/94";"";"";"";"";"";"";"";"";22
163;"";"Rozmiar:select:1";"176/112/98";"";"";"";"";"";"";"";"";32
163;"";"Rozmiar:select:1";"176/116/102";"";"";"";"";"";"";"";"";11
163;"";"Rozmiar:select:1";"182/92/78";"";"";"";"";"";"";"";"";13
163;"";"Rozmiar:select:1";"182/96/82";"";"";"";"";"";"";"";"";13
163;"";"Rozmiar:select:1";"182/100/86";"";"";"";"";"";"";"";"";48
163;"";"Rozmiar:select:1";"182/104/90";"";"";"";"";"";"";"";"";18
163;"";"Rozmiar:select:1";"182/108/94";"";"";"";"";"";"";"";"";11
163;"";"Rozmiar:select:1";"182/112/98";"";"";"";"";"";"";"";"";14
163;"";"Rozmiar:select:1";"182/116/102";"";"";"";"";"";"";"";"";24
163;"";"Rozmiar:select:1";"188/100/86";"";"";"";"";"";"";"";"";34
163;"";"Rozmiar:select:1";"188/104/90";"";"";"";"";"";"";"";"";11
163;"";"Rozmiar:select:1";"188/108/94";"";"";"";"";"";"";"";"";31
163;"";"Rozmiar:select:1";"188/112/98";"";"";"";"";"";"";"";"";38
163;"";"Rozmiar:select:1";"188/116/102";"";"";"";"";"";"";"";"";22
164;"";"Rozmiar:select:1";"170/104/90";"";"";"";"";"";"";"";"";17
164;"";"Rozmiar:select:1";"170/108/94";"";"";"";"";"";"";"";"";32
164;"";"Rozmiar:select:1";"170/112/98";"";"";"";"";"";"";"";"";47
164;"";"Rozmiar:select:1";"176/104/90";"";"";"";"";"";"";"";"";21
164;"";"Rozmiar:select:1";"176/108/94";"";"";"";"";"";"";"";"";23
164;"";"Rozmiar:select:1";"176/112/98";"";"";"";"";"";"";"";"";39
164;"";"Rozmiar:select:1";"176/116/102";"";"";"";"";"";"";"";"";30
164;"";"Rozmiar:select:1";"176/120/106";"";"";"";"";"";"";"";"";36
164;"";"Rozmiar:select:1";"182/108/94";"";"";"";"";"";"";"";"";48
164;"";"Rozmiar:select:1";"182/112/98";"";"";"";"";"";"";"";"";13
164;"";"Rozmiar:select:1";"182/116/102";"";"";"";"";"";"";"";"";30
164;"";"Rozmiar:select:1";"182/120/106";"";"";"";"";"";"";"";"";13
164;"";"Rozmiar:select:1";"188/112/98";"";"";"";"";"";"";"";"";15
164;"";"Rozmiar:select:1";"188/116/102";"";"";"";"";"";"";"";"";21
164;"";"Rozmiar:select:1";"188/120/106";"";"";"";"";"";"";"";"";13
165;"";"Rozmiar:select:1";"170/88/74";"";"";"";"";"";"";"";"";38
165;"";"Rozmiar:select:1";"170/92/78";"";"";"";"";"";"";"";"";32
165;"";"Rozmiar:select:1";"170/96/82";"";"";"";"";"";"";"";"";22
165;"";"Rozmiar:select:1";"170/100/86";"";"";"";"";"";"";"";"";37
165;"";"Rozmiar:select:1";"170/104/90";"";"";"";"";"";"";"";"";41
165;"";"Rozmiar:select:1";"170/108/94";"";"";"";"";"";"";"";"";14
165;"";"Rozmiar:select:1";"176/88/74";"";"";"";"";"";"";"";"";14
165;"";"Rozmiar:select:1";"176/92/78";"";"";"";"";"";"";"";"";25
165;"";"Rozmiar:select:1";"176/96/82";"";"";"";"";"";"";"";"";12
165;"";"Rozmiar:select:1";"176/100/86";"";"";"";"";"";"";"";"";18
165;"";"Rozmiar:select:1";"176/104/90";"";"";"";"";"";"";"";"";12
165;"";"Rozmiar:select:1";"176/108/94";"";"";"";"";"";"";"";"";12
165;"";"Rozmiar:select:1";"176/112/98";"";"";"";"";"";"";"";"";42
165;"";"Rozmiar:select:1";"176/116/102";"";"";"";"";"";"";"";"";33
165;"";"Rozmiar:select:1";"182/92/78";"";"";"";"";"";"";"";"";47
165;"";"Rozmiar:select:1";"182/96/82";"";"";"";"";"";"";"";"";49
165;"";"Rozmiar:select:1";"182/100/86";"";"";"";"";"";"";"";"";11
165;"";"Rozmiar:select:1";"182/104/90";"";"";"";"";"";"";"";"";40
165;"";"Rozmiar:select:1";"182/108/94";"";"";"";"";"";"";"";"";32
165;"";"Rozmiar:select:1";"182/112/98";"";"";"";"";"";"";"";"";19
165;"";"Rozmiar:select:1";"182/116/102";"";"";"";"";"";"";"";"";35
165;"";"Rozmiar:select:1";"188/96/82";"";"";"";"";"";"";"";"";31
165;"";"Rozmiar:select:1";"188/100/86";"";"";"";"";"";"";"";"";41
165;"";"Rozmiar:select:1";"188/104/90";"";"";"";"";"";"";"";"";41
165;"";"Rozmiar:select:1";"188/108/94";"";"";"";"";"";"";"";"";11
165;"";"Rozmiar:select:1";"188/112/98";"";"";"";"";"";"";"";"";28
165;"";"Rozmiar:select:1";"188/116/102";"";"";"";"";"";"";"";"";11
165;"";"Rozmiar:select:1";"194/104/90";"";"";"";"";"";"";"";"";27
165;"";"Rozmiar:select:1";"194/108/94";"";"";"";"";"";"";"";"";18
165;"";"Rozmiar:select:1";"194/112/98";"";"";"";"";"";"";"";"";40
166;"";"Rozmiar:select:1";"170/104/90";"";"";"";"";"";"";"";"";29
166;"";"Rozmiar:select:1";"170/108/94";"";"";"";"";"";"";"";"";26
166;"";"Rozmiar:select:1";"170/112/98";"";"";"";"";"";"";"";"";16
166;"";"Rozmiar:select:1";"176/104/90";"";"";"";"";"";"";"";"";24
166;"";"Rozmiar:select:1";"176/108/94";"";"";"";"";"";"";"";"";22
166;"";"Rozmiar:select:1";"176/112/98";"";"";"";"";"";"";"";"";17
166;"";"Rozmiar:select:1";"176/116/102";"";"";"";"";"";"";"";"";33
166;"";"Rozmiar:select:1";"176/120/106";"";"";"";"";"";"";"";"";10
166;"";"Rozmiar:select:1";"182/108/94";"";"";"";"";"";"";"";"";38
166;"";"Rozmiar:select:1";"182/112/98";"";"";"";"";"";"";"";"";46
166;"";"Rozmiar:select:1";"182/116/102";"";"";"";"";"";"";"";"";40
166;"";"Rozmiar:select:1";"182/120/106";"";"";"";"";"";"";"";"";32
166;"";"Rozmiar:select:1";"188/112/98";"";"";"";"";"";"";"";"";36
166;"";"Rozmiar:select:1";"188/116/102";"";"";"";"";"";"";"";"";14
166;"";"Rozmiar:select:1";"188/120/106";"";"";"";"";"";"";"";"";18
167;"";"Rozmiar:select:1";"170/88/74";"";"";"";"";"";"";"";"";30
167;"";"Rozmiar:select:1";"170/92/78";"";"";"";"";"";"";"";"";25
167;"";"Rozmiar:select:1";"170/96/82";"";"";"";"";"";"";"";"";37
167;"";"Rozmiar:select:1";"170/100/86";"";"";"";"";"";"";"";"";23
167;"";"Rozmiar:select:1";"170/104/90";"";"";"";"";"";"";"";"";16
167;"";"Rozmiar:select:1";"170/108/94";"";"";"";"";"";"";"";"";23
167;"";"Rozmiar:select:1";"176/92/78";"";"";"";"";"";"";"";"";13
167;"";"Rozmiar:select:1";"176/96/82";"";"";"";"";"";"";"";"";39
167;"";"Rozmiar:select:1";"176/100/86";"";"";"";"";"";"";"";"";17
167;"";"Rozmiar:select:1";"176/104/90";"";"";"";"";"";"";"";"";31
167;"";"Rozmiar:select:1";"176/108/94";"";"";"";"";"";"";"";"";46
167;"";"Rozmiar:select:1";"176/112/98";"";"";"";"";"";"";"";"";25
167;"";"Rozmiar:select:1";"176/116/102";"";"";"";"";"";"";"";"";38
167;"";"Rozmiar:select:1";"182/92/78";"";"";"";"";"";"";"";"";17
167;"";"Rozmiar:select:1";"182/96/82";"";"";"";"";"";"";"";"";36
167;"";"Rozmiar:select:1";"182/100/86";"";"";"";"";"";"";"";"";42
167;"";"Rozmiar:select:1";"182/104/90";"";"";"";"";"";"";"";"";35
167;"";"Rozmiar:select:1";"182/108/94";"";"";"";"";"";"";"";"";21
167;"";"Rozmiar:select:1";"182/112/98";"";"";"";"";"";"";"";"";36
167;"";"Rozmiar:select:1";"182/116/102";"";"";"";"";"";"";"";"";27
167;"";"Rozmiar:select:1";"188/100/86";"";"";"";"";"";"";"";"";47
167;"";"Rozmiar:select:1";"188/104/90";"";"";"";"";"";"";"";"";14
167;"";"Rozmiar:select:1";"188/108/94";"";"";"";"";"";"";"";"";11
167;"";"Rozmiar:select:1";"188/112/98";"";"";"";"";"";"";"";"";25
167;"";"Rozmiar:select:1";"188/116/102";"";"";"";"";"";"";"";"";20
168;"";"Rozmiar:select:1";"170/96/82";"";"";"";"";"";"";"";"";31
168;"";"Rozmiar:select:1";"170/100/86";"";"";"";"";"";"";"";"";12
168;"";"Rozmiar:select:1";"170/104/90";"";"";"";"";"";"";"";"";18
168;"";"Rozmiar:select:1";"176/96/82";"";"";"";"";"";"";"";"";33
168;"";"Rozmiar:select:1";"176/100/86";"";"";"";"";"";"";"";"";28
168;"";"Rozmiar:select:1";"176/104/90";"";"";"";"";"";"";"";"";13
168;"";"Rozmiar:select:1";"176/108/94";"";"";"";"";"";"";"";"";23
168;"";"Rozmiar:select:1";"176/112/98";"";"";"";"";"";"";"";"";39
168;"";"Rozmiar:select:1";"182/100/86";"";"";"";"";"";"";"";"";41
168;"";"Rozmiar:select:1";"182/104/90";"";"";"";"";"";"";"";"";21
